	name	platform	year_of_release	genre	na_sales	eu_sales	jp_sales	other_sales	critic_score	user_score	rating_esrb	sum_sales
16072	Evil Genius	PC	2004.0	Strategy	0.0	0.01	0.0	0.0	75.0	8.3	T	0.01
16073	Ouran Koukou Host Bu	PS2	2007.0	Adventure	0.0	0.0	0.02	0.0			ND	0.02
16074	King's Quest: The Complete Collection	PS4	2016.0	Adventure	0.01	0.0	0.0	0.0			E10+	0.01
16075	Lotus Challenge	GC	2004.0	Racing	0.01	0.0	0.0	0.0			ND	0.01
16076	Imperium Romanum	PC	2008.0	Strategy	0.0	0.01	0.0	0.0	63.0	7.5	E10+	0.01
16077	Football Manager 2007	X360		Sports	0.0	0.01	0.0	0.0			ND	0.01
16078	Ferrari: The Race Experience	Wii		Racing	0.0	0.01	0.0	0.0	54.0		E	0.01
16079	Dragon Zakura DS	DS	2007.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16080	Chameleon: To Dye For!	DS	2006.0	Puzzle	0.01	0.0	0.0	0.0			ND	0.01
16081	Sora no Otoshimono: DokiDoki Summer Vacation	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16082	Shinseiki Evangelion: Battle Orchestra Portable	PSP	2009.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16083	Blackthorne	GBA	2003.0	Action	0.01	0.0	0.0	0.0	67.0	7.6	T	0.01
16084	Donkey Kong Jungle Beat	Wii	2008.0	Platform	0.0	0.01	0.0	0.0			ND	0.01
16085	DokuSui: DokiDoki Suikoden	PSP	2011.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16086	Contrast	PC	2013.0	Platform	0.0	0.01	0.0	0.0	62.0	7.7	T	0.01
16087	Bomberman (jp sales)	PSP	2006.0	Puzzle	0.0	0.0	0.01	0.0			ND	0.01
16088	Blazblue: Continuum Shift Extend	PSP	2012.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16089	S.Y.K: Shinsetsu Saiyuuki	PS2	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16090	Black Cat	PS2	2006.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16091	Smart Kid's Mega Game Mix	DS	2009.0	Misc	0.01	0.0	0.0	0.0			ND	0.01
16092	Space Invaders Revolution	DS	2005.0	Shooter	0.01	0.0	0.0	0.0	49.0	5.2	E	0.01
16093	Wiffle Ball Advance	DS	2007.0	Sports	0.01	0.0	0.0	0.0			ND	0.01
16094	Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi	DS	2011.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16095	Wand of Fortune: Mirai e no Prologue Portable	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16096	Secret Game Portable	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16097	Sengoku Hime: Senran ni Mau Otometachi	PSP	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16098	SpongeBob: HeroPants	PSV	2015.0	Platform	0.01	0.0	0.0	0.0		5.1	E	0.01
16099	Kimi no Yuusha	DS	2008.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16100	Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales)	X360	2006.0	Shooter	0.0	0.0	0.01	0.0			ND	0.01
16101	Period Cube: Torikago no Amadeus	PSV	2016.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16102	Nobunaga no Yabou Online: Houou no Shou	PS3	2012.0	Strategy	0.0	0.0	0.01	0.0			ND	0.01
16103	Cosmetic Paradise: Make no Kiseki	DS	2008.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16104	Turok	PC	2008.0	Action	0.0	0.01	0.0	0.0	65.0	6.5	M	0.01
16105	Legoland	PC	1999.0	Action	0.0	0.01	0.0	0.0			ND	0.01
16106	Nobunaga no Yabou DS	DS	2006.0	Strategy	0.0	0.0	0.01	0.0			ND	0.01
16107	Winter Sports 3: The Great Tournament	X360	2010.0	Sports	0.0	0.01	0.0	0.0			E	0.01
16108	Valentino Rossi: The Game	PC	2016.0	Racing	0.0	0.01	0.0	0.0	72.0	6.2	E	0.01
16109	Wand of Fortune Portable	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16110	Sengoku	PC	2011.0	Strategy	0.0	0.01	0.0	0.0	70.0	6.8	T	0.01
16111	Republique	PS4	2016.0	Action	0.0	0.01	0.01	0.0	72.0	5.8	M	0.02
16112	Sousaku Alice to Oujisama!	3DS	2015.0	Simulation	0.0	0.0	0.01	0.0			ND	0.01
16113	Ship Simulator 2008	PC	2007.0	Simulation	0.0	0.01	0.0	0.0	62.0	6.6	E	0.01
16114	Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales)	PSP	2006.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16115	Brave: The Video Game	Wii	2012.0	Action	0.0	0.01	0.0	0.0			ND	0.01
16116	Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS	DS	2007.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16117	Ten Pin Alley 2	GBA	2004.0	Sports	0.01	0.0	0.0	0.0			E	0.01
16118	NBA 2K17	PC	2016.0	Sports	0.0	0.01	0.0	0.0	90.0	6.3	E	0.01
16119	Postman Pat: Special Delivery Service	DS	2009.0	Misc	0.0	0.01	0.0	0.0			ND	0.01
16120	Himawari: Pebble in the Sky Portable	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16121	Rise of Flight: Iron Cross Edition	PC	2010.0	Simulation	0.01	0.0	0.0	0.0		7.9	E10+	0.01
16122	WRC 5: FIA World Rally Championship	XOne	2015.0	Sports	0.0	0.01	0.0	0.0			ND	0.01
16123	Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns	PS2	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16124	NiGHTS into dreams...	PS2	2008.0	Platform	0.0	0.0	0.01	0.0			ND	0.01
16125	Kono Aozora ni Yakusoku o: Tenohira no Rakuen	PSP	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16126	Guild Wars: Factions	PC	2006.0	Role-Playing	0.0	0.01	0.0	0.0	84.0	8.5	T	0.01
16127	Shinobi Koutsutsu	PSP	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16128	WinBack 2: Project Poseidon	PS2	2006.0	Shooter	0.01	0.01	0.0	0.0	48.0		T	0.02
16129	Kaitou Rousseau	DS	2006.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16130	GunParade Orchestra: Ao no Shou	PS2	2006.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16131	Totally Spies! Totally Party	PS2	2008.0	Misc	0.01	0.01	0.0	0.0			ND	0.02
16132	Puyo Pop Fever	GC	2004.0	Puzzle	0.01	0.0	0.0	0.0	72.0		E	0.01
16133	Super Stardust Ultra VR	PS4	2016.0	Shooter	0.0	0.01	0.0	0.0	66.0	6.2	E10+	0.01
16134	Total War Attila: Tyrants & Kings	PC	2016.0	Strategy	0.0	0.01	0.0	0.0			ND	0.01
16135	Wizardry XTH: Unlimited Students	PS2	2006.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16136	Instant Brain	X360	2011.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16137	Coronation Street: The Mystery of the Missing Hotpot Recipe	PC	2011.0	Adventure	0.0	0.01	0.0	0.0			ND	0.01
16138	Dead Rising	XOne	2016.0	Action	0.01	0.0	0.0	0.0		8.8	M	0.01
16139	Abunai: Koi no Sousa Shitsu	PSP	2012.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16140	MLB 15: The Show	PSV	2015.0	Sports	0.01	0.0	0.0	0.0		8.8	E	0.01
16141	Azure Striker Gunvolt	3DS	2016.0	Action	0.01	0.0	0.0	0.0	77.0	8.4	E10+	0.01
16142	Penguins of Madagascar	Wii	2014.0	Action	0.0	0.01	0.0	0.0			E	0.01
16143	Magic Encyclopedia: Moonlight	DS	2010.0	Misc	0.0	0.01	0.0	0.0			ND	0.01
16144	Don Bradman Cricket 14	PS3	2014.0	Sports	0.0	0.01	0.0	0.0	73.0	6.9	E	0.01
16145	SoulLink Extension	PS2	2006.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16146	Codename: Panzers Phase Two	PC	2005.0	Strategy	0.0	0.01	0.0	0.0	80.0	8.1	T	0.01
16147	Winning Post 7 Maximum 2008	PS2	2008.0	Sports	0.0	0.0	0.01	0.0			ND	0.01
16148	Samurai Shodown Anthology (JP sales)	PS2	2008.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16149	Sangoku Koi Senki: Otome no Heihou!	PS2	2011.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16150	Alfa Romeo Racing Italiano	PS2	2005.0	Racing	0.01	0.01	0.0	0.0		6.8	E	0.02
16151	Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)	PS2	2002.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16152	The Last Remnant	PC	2009.0	Role-Playing	0.0	0.01	0.0	0.0	66.0	8.3	M	0.01
16153	Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki	3DS	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16154	Super Robot Taisen XO	X360	2006.0	Strategy	0.0	0.0	0.01	0.0			ND	0.01
16155	Aquaman: Battle for Atlantis	XB		Action	0.01	0.0	0.0	0.0	26.0	2.7	T	0.01
16156	Raven's Cry	PS4	2015.0	Role-Playing	0.0	0.01	0.0	0.0			ND	0.01
16157	Call of Juarez	PC	2006.0	Shooter	0.0	0.01	0.0	0.0	72.0	7.8	M	0.01
16158	Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III	PS2	2010.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16159	Unreal Tournament 2003	PC	2002.0	Shooter	0.0	0.01	0.0	0.0	86.0	8.2	M	0.01
16160	Neverwinter Nights 2: Mask of the Betrayer	PC	2007.0	Role-Playing	0.0	0.01	0.0	0.0	82.0	8.8	T	0.01
16161	Mortal Kombat: Tournament Edition	GBA	2003.0	Fighting	0.01	0.0	0.0	0.0	75.0	8.1	M	0.01
16162	SeaWorld Adventure Parks: Shamu's Deep Sea Adventure	XB	2005.0	Adventure	0.01	0.0	0.0	0.0			ND	0.01
16163	Diary Girl	DS	2008.0	Misc	0.01	0.0	0.0	0.0			E	0.01
16164	Shitsuji ga Aruji o Erabu Toki	PSV	2016.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16165	Rayman Raving Rabbids	PC	2006.0	Misc	0.0	0.01	0.0	0.0	58.0	7.6	E	0.01
16166	War for the Overworld	PC	2015.0	Strategy	0.0	0.01	0.0	0.0	65.0	7.7	ND	0.01
16167	World Poker Tour	GBA	2005.0	Misc	0.01	0.0	0.0	0.0			E	0.01
16168	Best Of Tests	DS	2008.0	Puzzle	0.01	0.0	0.0	0.0			ND	0.01
16169	Infinite Stratos 2: Love and Purge	PSV	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16170	Honda ATV Fever	DS	2010.0	Racing	0.01	0.0	0.0	0.0			E	0.01
16171	Umihara Kawase Jun: Second Edition Kanzenban	DS	2009.0	Puzzle	0.0	0.0	0.01	0.0			ND	0.01
16172	50 Classic Games	3DS	2012.0	Misc	0.0	0.01	0.0	0.0			ND	0.01
16173	Psycho-Pass	XOne	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16174	Fab 5 Soccer	DS	2008.0	Sports	0.01	0.0	0.0	0.0			E	0.01
16175	Destiny Links	DS	2009.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16176	Egg Mania: Eggstreme Madness	XB	2002.0	Puzzle	0.01	0.0	0.0	0.0	58.0		E	0.01
16177	Pro Angler Moves	PS3	2012.0	Sports	0.01	0.0	0.0	0.0			E	0.01
16178	WRC: FIA World Rally Championship	PC		Racing	0.0	0.01	0.0	0.0	65.0		RP	0.01
16179	Sakura Sakura: Haru Urara	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16180	Rocksmith 2014 Edition Remastered	XOne	2016.0	Misc	0.01	0.0	0.0	0.0			T	0.01
16181	Uta no * Prince-Sama: Sweet Serenade	PSP	2011.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16182	Higurashi no Naku Koro ni Iki	PS3	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16183	The Legend of Heroes: Trails in the Sky Third Chapter	PS3	2013.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16184	Road Trip: Shifting Gears	GBA	2002.0	Racing	0.01	0.0	0.0	0.0		7.6	E	0.01
16185	Rewrite	PSV	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16186	Darksiders: Warmastered Edition	XOne	2016.0	Action	0.01	0.0	0.0	0.0	80.0	7.9	M	0.01
16187	Major Dream: Major Wii Nagero! Gyroball!!	Wii	2008.0	Sports	0.0	0.0	0.01	0.0			ND	0.01
16188	Iza, Shutsujin! Koisen	PSP	2011.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16189	Grand Theft Auto III	PC	2002.0	Action	0.0	0.01	0.0	0.0	93.0	8.4	M	0.01
16190	Hiiro no Kakera: Shin Tamayori Hime Denshou	PS2	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16191	Datenshi no Amai Yuuwaku x Kaikan Phrase	DS	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16192	Grooverider: Slot Car Thunder	XB	2003.0	Racing	0.01	0.0	0.0	0.0	45.0	7.3	E	0.01
16193	Super PickUps	Wii	2009.0	Racing	0.01	0.0	0.0	0.0			E	0.01
16194	Bakumatsu Koihana: Shinsengumi DS	DS	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16195	Digger Simulator	PC	2011.0	Simulation	0.0	0.01	0.0	0.0			ND	0.01
16196	Miyako: Awayuki no Utage	PSP	2012.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16197	LifeSigns: Surgical Unit	DS	2005.0	Simulation	0.01	0.01	0.0	0.0	61.0	7.8	T	0.02
16198	Konami Classics Vol. 2	X360	2009.0	Misc	0.01	0.0	0.0	0.0			E10+	0.01
16199	The Technomancer	PC	2016.0	Role-Playing	0.0	0.01	0.0	0.0	56.0	6.8	M	0.01
16200	Football Manager Live	PC	2009.0	Sports	0.0	0.01	0.0	0.0	82.0	3.1	ND	0.01
16201	Aeon Flux	XB	2005.0	Action	0.01	0.0	0.0	0.0	69.0	3.0	T	0.01
16202	Marginal #4: Idol of Supernova	PSV	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16203	Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!	DS	2011.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16204	Kana: Imouto	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16205	Rock N' Roll Racing	SNES	1993.0	Racing	0.0	0.0	0.01	0.0			ND	0.01
16206	Impossible Creatures	PC	2002.0	Strategy	0.0	0.01	0.0	0.0	72.0	8.0	T	0.01
16207	Serious Sam II	PC	2005.0	Shooter	0.0	0.01	0.0	0.0	74.0	7.0	M	0.01
16208	Football Academy	DS	2009.0	Sports	0.0	0.01	0.0	0.0			ND	0.01
16209	GoGo's Crazy Bones	DS	2012.0	Action	0.0	0.01	0.0	0.0			E	0.01
16210	Norn + Nonette: Last Era	PSV	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16211	Nodame Cantabile	PS2	2007.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16212	Games Around the World	DS	2010.0	Misc	0.01	0.0	0.0	0.0			E10+	0.01
16213	Hitotsu Tobashi Renai V	PSV	2015.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16214	Blitzkrieg 2 Anthology	PC	2008.0	Strategy	0.0	0.01	0.0	0.0			ND	0.01
16215	DoDonPachi Saidaioujou	X360	2013.0	Shooter	0.0	0.0	0.01	0.0			ND	0.01
16216	Last Escort: Club Katze	PS2	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16217	Fuuraiki 3	PSV	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16218	1/2 Summer +	PSP	2013.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16219	Winning Post 7 Maximum 2008	PS3	2008.0	Sports	0.0	0.0	0.01	0.0			ND	0.01
16220	SBK09 Superbike World Championship	PS3	2009.0	Racing	0.0	0.01	0.0	0.0			ND	0.01
16221	Tears to Tiara: Kakan no Daichi Portable	PSP	2010.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16222	Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu	DS	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16223	Ninja Gaiden Sigma 2	PSV	2013.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16224	UEFA Champions League 2006-2007	PSP	2007.0	Sports	0.01	0.0	0.0	0.0	71.0		E	0.01
16225	Monster Rancher Advance 2	GBA	2002.0	Simulation	0.01	0.0	0.0	0.0	79.0	9.4	E	0.01
16226	Big Hero 6: Battle in the Bay	3DS	2014.0	Action	0.0	0.01	0.0	0.0			ND	0.01
16227	Dr. Slump & Arale-Chan	DS	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16228	Madden NFL 13	PS3	2012.0	Sports	0.0	0.01	0.0	0.0	83.0	5.5	E	0.01
16229	Umineko no Naku Koro ni Portable 1	PSP	2011.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16230	Festa!! Hyper Girls Party	PS2	2006.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16231	Geten no Hana: Yume Akari	PSP	2014.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16232	Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore	DS	2008.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16233	Vanark	PS	1999.0	Shooter	0.01	0.01	0.0	0.0			ND	0.02
16234	Game Book DS: Sword World 2.0	DS	2009.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16235	WTA Tour Tennis	XB	2002.0	Sports	0.01	0.0	0.0	0.0			E	0.01
16236	Fernbus Simulator	PC	2016.0	Simulation	0.0	0.01	0.0	0.0			ND	0.01
16237	Furious Karting	XB	2003.0	Racing	0.01	0.0	0.0	0.0	63.0		T	0.01
16238	IL-2 Sturmovik	PC	2001.0	Simulation	0.0	0.01	0.0	0.0	91.0	8.8	T	0.01
16239	NHL 16	PS3	2015.0	Sports	0.0	0.01	0.0	0.0			ND	0.01
16240	Pet Shop Monogatari DS 2	DS	2010.0	Simulation	0.0	0.0	0.01	0.0			ND	0.01
16241	Monkey Madness: Island Escape	DS	2010.0	Action	0.01	0.0	0.0	0.0			E10+	0.01
16242	Chokkan! Asonde Relaxuma	DS	2008.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16243	Hot Wheels: Stunt Track Challenge / World Race	GBA	2006.0	Racing	0.01	0.0	0.0	0.0			ND	0.01
16244	Minna no Conveni	DS	2010.0	Simulation	0.0	0.0	0.01	0.0			ND	0.01
16245	Accel World: Kasoku no Chouten	PSP	2013.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16246	Azure Striker Gunvolt: Striker Pack	3DS	2016.0	Action	0.0	0.0	0.01	0.0			T	0.01
16247	SoulCalibur Legends (JP sales)	Wii	2007.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16248	Theatre Of War	PC	2007.0	Strategy	0.0	0.01	0.0	0.0	66.0	6.2	T	0.01
16249	Izumo 2	PS2	2006.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16250	Entaku no Seito: Students of Round	X360	2011.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16251	Bratz: Forever Diamondz	PS2	2006.0	Adventure	0.01	0.01	0.0	0.0			E	0.02
16252	Smiley World: Island Challenge	DS	2009.0	Puzzle	0.01	0.0	0.0	0.0			E	0.01
16253	PC Engine Best Collention: Ginga Ojousama Densetsu Collection	PSP	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16254	Isshoni Gohan. Portable	PSP	2013.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16255	King of Fighters 2002: Unlimited Match Tougeki Ver.	PS2	2010.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16256	Hanayamata: Yosakoi Live	PSV	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16257	Malice	XB	2004.0	Platform	0.01	0.0	0.0	0.0	48.0		T	0.01
16258	htoL#NiQ: The Firefly Diary	PSV	2014.0	Platform	0.0	0.0	0.01	0.0	58.0	7.7	T	0.01
16259	Rosario to Vampire: Tanabata no Miss Youkai Gakuen	DS	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16260	Virtua Tennis 3	PC	2007.0	Sports	0.0	0.01	0.0	0.0		7.4	E	0.01
16261	Wallace & Gromit: Curse of the Were-Rabbit	XB	2005.0	Adventure	0.01	0.0	0.0	0.0			ND	0.01
16262	Worms: WMD	XOne	2016.0	Action	0.01	0.0	0.0	0.0	75.0	8.1	E10+	0.01
16263	Ouka Sengoku Portable	PSP	2012.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16264	Shepherd's Crossing	PSP	2009.0	Simulation	0.0	0.0	0.01	0.0			E	0.01
16265	The Book of Unwritten Tales 2	WiiU	2016.0	Adventure	0.0	0.01	0.0	0.0			T	0.01
16266	Dark Parables: The Exiled Prince	PC	2011.0	Puzzle	0.0	0.01	0.0	0.0			E10+	0.01
16267	Tactics Layer: Ritina Guard Senki	DS	2009.0	Strategy	0.0	0.0	0.01	0.0			ND	0.01
16268	Hyakka Yakou	PSV	2015.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16269	San-X Character Channel: All-Star Daishuugou!	DS	2008.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16270	Fuun Shinsengumi Bakumatsuden Portable	PSP	2009.0	Action	0.01	0.0	0.0	0.0			ND	0.01
16271	Doki-Doki Universe	PSV	2013.0	Adventure	0.0	0.01	0.0	0.0	66.0	5.7	E10+	0.01
16272	Sega Golf Club: Miyazato San Kyoudai Naizou	PS3	2006.0	Sports	0.0	0.0	0.01	0.0			ND	0.01
16273	Rozen Maiden: Gebetgarten	PS2	2007.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16274	Sangoku Koi Senki: Omoide Gaeshi - CS Edition	PSV	2016.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16275	Homeworld Remastered Collection	PC		Strategy	0.0	0.01	0.0	0.0	86.0	8.2	E10+	0.01
16276	Princess Arthur	PSP	2013.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16277	Brain Exercise With Dr. Kawashima	PC	2009.0	Puzzle	0.0	0.01	0.0	0.0			ND	0.01
16278	Sherlock Holmes: The Devil's Daughter	PC	2016.0	Adventure	0.0	0.01	0.0	0.0	65.0	7.3	T	0.01
16279	Sakura-Sou no Pet na Kanojo	PSP	2013.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16280	Fatal Fury: Battle Archives Volume 2 (JP sales)	PS2	2007.0	Fighting	0.0	0.0	0.01	0.0			ND	0.01
16281	Toro to Morimori	PS3	2009.0	Misc	0.0	0.0	0.01	0.0			ND	0.01
16282	Tantei Jinguuji Saburo: Hai to Diamond	PSP	2009.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16283	Satisfashion	Wii	2010.0	Misc	0.01	0.0	0.0	0.0			E	0.01
16284	Truck Racer	Wii	2009.0	Racing	0.0	0.01	0.0	0.0			ND	0.01
16285	Metal Slug Anthology	PS2	2007.0	Shooter	0.0	0.0	0.01	0.0	80.0	8.1	T	0.01
16286	Shorts	DS		Platform	0.01	0.0	0.0	0.0			E10+	0.01
16287	K-1 Grand Prix	PS	1999.0	Fighting	0.01	0.01	0.0	0.0			ND	0.02
16288	Rave Master: Special Attack Force!	GBA	2002.0	Fighting	0.01	0.0	0.0	0.0	56.0		T	0.01
16289	Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono	PS2	2007.0	Strategy	0.0	0.0	0.01	0.0			ND	0.01
16290	Casper	GBA	2002.0	Adventure	0.01	0.0	0.0	0.0			ND	0.01
16291	AKB1/48: Idol to Guam de Koishitara...	X360		Misc	0.0	0.0	0.01	0.0			ND	0.01
16292	Adventure Time: The Secret of the Nameless 	X360	2014.0	Adventure	0.01	0.0	0.0	0.0			ND	0.01
16293	Football Manager 2005	PC	2004.0	Sports	0.0	0.01	0.0	0.0			ND	0.01
16294	Hakuoki: Reimeiroku DS	DS	2012.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16295	BattleForge	PC	2009.0	Strategy	0.0	0.01	0.0	0.0	75.0	7.0	T	0.01
16296	Turbo Trainz	Wii	2012.0	Racing	0.0	0.01	0.0	0.0			ND	0.01
16297	Ro-Kyu-Bu! Secret Photo Op	PSV	2014.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16298	Barbie and Her Sisters Puppy Rescue	WiiU	2015.0	Action	0.0	0.01	0.0	0.0		2.8	E	0.01
16299	Caladrius	X360	2013.0	Shooter	0.0	0.0	0.01	0.0			T	0.01
16300	Duel Love: Koisuru Otome wa Shouri no Megami	DS	2008.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16301	Super Robot Monkey Team: Game Boy Advance Video Volume 1	GBA	2005.0	Misc	0.01	0.0	0.0	0.0			ND	0.01
16302	Freekstyle	GBA	2003.0	Racing	0.01	0.0	0.0	0.0	65.0		E	0.01
16303	Mystery Legends: Beauty and the Beast	PC	2012.0	Puzzle	0.0	0.01	0.0	0.0			E10+	0.01
16304	Tomoyo After: It's a Wonderful Life CS Edition	PS2	2007.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16305	Bunmei Kaika: Aoiza Ibunroku Saien	PSP	2012.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16306	Groovin' Blocks	Wii	2009.0	Puzzle	0.01	0.0	0.0	0.0	75.0	8.5	E	0.01
16307	Aa Megami-samaa	PS2	2007.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16308	Rail Simulator	PC	2007.0	Simulation	0.0	0.01	0.0	0.0	72.0	6.9	E	0.01
16309	Banjo-Kazooie	X360	2008.0	Platform	0.0	0.01	0.0	0.0	77.0	8.2	E	0.01
16310	Monster High: New Ghoul in School	Wii	2015.0	Action	0.0	0.01	0.0	0.0			E	0.01
16311	Bakumatsu Rock	PSP	2014.0	Action	0.0	0.0	0.01	0.0			ND	0.01
16312	Prototype: Biohazard Bundle	XOne	2016.0	Action	0.01	0.0	0.0	0.0	56.0	3.1	M	0.01
16313	Far East of Eden II: Manji Maru	DS	2006.0	Role-Playing	0.0	0.0	0.01	0.0			ND	0.01
16314	Family Jockey	Wii	2008.0	Sports	0.0	0.0	0.01	0.0			ND	0.01
16315	Spider-Man: Friend or Foe	PC	2007.0	Action	0.01	0.0	0.0	0.0	57.0	5.3	E10+	0.01
16316	Thunder Alley	GBA	2004.0	Racing	0.01	0.0	0.0	0.0	23.0		E	0.01
16317	Resistance Dual Pack	PS3	2011.0	Shooter	0.0	0.01	0.0	0.0			M	0.01
16318	BlazBlue: Calamity Trigger	PC	2010.0	Fighting	0.0	0.01	0.0	0.0		8.7	T	0.01
16319	Nyaruko-San: Nafushigatai Game no You na Mono	PSV	2013.0	Adventure	0.0	0.0	0.01	0.0			ND	0.01
16320	Agatha Christie's The ABC Murders	XOne	2016.0	Adventure	0.01	0.0	0.0	0.0	66.0	7.5	ND	0.01
